Município (Código);Município;Lavouras - permanentes;Lavouras - temporárias;Lavouras - área para cultivo de flores;Pastagens - naturais;Pastagens - plantadas em boas condições;Pastagens - pastagens plantadas em más condições;Matas ou florestas - matas e/ou florestas naturais;Matas ou florestas - florestas plantadas;Sistemas agroflorestais - área cultivada com espécies florestais também usada para lavouras e pastoreio por animais;Soma
3165206;São Tomé das Letras (MG);1335,8;1308,1;X;6542;2454,3;X;40,7;1430,2;X;13111,1
3165305;São Vicente de Minas (MG);750,7;4655,8;-;3360,2;8871,3;376,5;X;2639,3;X;20653,8
3165404;Sapucaí-Mirim (MG);75,7;146,2;10,7;4011,3;2142,8;X;X;3575,5;X;9962,2
3165503;Sardoá (MG);136,8;379,3;-;1160,9;3236,7;66,4;654;1241;118,1;6993,2
3165537;Sarzedo (MG);42,1;297,1;6,7;227,2;X;X;-;-;X;573,1
3165552;Setubinha (MG);1993,2;2336,6;3,7;1074,9;5700,7;1252,3;8505,1;2281,5;482,3;23630,3
3165560;Sem-Peixe (MG);93,7;592,8;-;3412,8;5632,5;X;X;149,7;-;9881,5
3165578;Senador Amaral (MG);14,7;721,5;290,9;2472,7;918;162,2;X;X;-;4580
3165602;Senador Cortes (MG);82,9;559;X;1757;3312,2;-;134;39;X;5884,1
3165701;Senador Firmino (MG);92,7;590,9;-;1983,2;2055;122,5;X;377,2;X;5221,5
3165800;Senador José Bento (MG);719,1;252,2;-;3262,8;X;X;X;-;-;4234,1
3165909;Senador Modestino Gonçalves (MG);810,9;1324,6;-;2381;5949,6;1293,5;3828,8;12248,2;1432;29268,6
3166006;Senhora de Oliveira (MG);184,9;678,2;-;2751;1650,1;X;169,3;770,1;X;6203,6
3166105;Senhora do Porto (MG);135,8;276,7;-;3605,8;9119,4;382,7;4184,4;X;X;17704,8
3166204;Senhora dos Remédios (MG);230,7;1454,6;X;4655,6;3398,1;222,9;50,5;85,6;X;10098
3166303;Sericita (MG);3685,2;44,1;-;1361,5;3271,4;X;X;164,2;X;8526,4
3166402;Seritinga (MG);27,1;317;-;1646,2;2766,7;207,5;-;X;X;4964,5
3166501;Serra Azul de Minas (MG);9,8;388,7;-;X;6172,8;X;5914,1;X;X;12485,4
3166600;Serra da Saudade (MG);10,1;39,5;-;8460,2;14256;1650,7;X;X;X;24416,5
3166709;Serra dos Aimorés (MG);372,2;1815,7;X;6771,2;6056,5;98,6;X;X;X;15114,2
3166808;Serra do Salitre (MG);19821,3;24543;40,8;10377,9;21335,6;709,9;608,4;646,4;368,4;78451,7
3166907;Serrania (MG);5392,9;2553,8;X;3887,7;2685,5;86,3;108,7;162,6;X;14877,5
3166956;Serranópolis de Minas (MG);20,8;978,7;-;775,1;7036,8;3520,3;6427,1;X;X;18758,8
3167004;Serranos (MG);1096,6;860;-;2394,7;5181,8;678,7;137,4;1921;246,8;12517
3167103;Serro (MG);879;2533,5;X;4147,2;22657;324,2;4163;X;557,5;35261,4
3167202;Sete Lagoas (MG);95,1;2030,6;37,8;5380;8078,5;434,5;1500,2;438,1;47,5;18042,3
3167301;Silveirânia (MG);171,9;447,4;-;2307;6157,9;186,8;600,4;207,3;29,8;10108,5
3167400;Silvianópolis (MG);2244,7;2837,1;-;7927,2;11172,1;X;103,2;297;X;24581,3
3167509;Simão Pereira (MG);129,7;312;X;1349,9;4513,1;579,8;494,7;168,8;X;7548
3167608;Simonésia (MG);14327,2;211,6;3,3;3378,1;7038,5;195,2;111,5;443,1;24,2;25732,7
3167707;Sobrália (MG);50,1;692,7;X;1043,5;12651,3;960,3;2,7;X;377,2;15777,8
3167806;Soledade de Minas (MG);619,9;883,5;-;4946,6;4887,8;X;19;184,7;X;11541,5
3167905;Tabuleiro (MG);169,8;600,2;-;6634,9;3990,5;15,3;25,6;377,9;-;11814,2
3168002;Taiobeiras (MG);1107,7;3669,3;4,4;6106,1;6018;10246,5;7896,7;19354,1;8896,8;63299,6
3168051;Taparuba (MG);301,3;432,9;-;1050,2;8984,7;X;X;468,3;-;11237,4
3168101;Tapira (MG);1085,7;5716,2;X;15536,4;30783,3;4800;512,9;1467,5;X;59902
3168200;Tapiraí (MG);1494,8;1140,6;-;4437,5;15141,3;X;-;1663,1;X;23877,3
3168309;Taquaraçu de Minas (MG);289,3;372,8;-;2734,3;4571;167,8;1315,1;300;920,5;10670,8
3168408;Tarumirim (MG);786,4;5361,4;X;24730,3;10726,2;656,8;506,7;-;X;42767,8
3168507;Teixeiras (MG);1190,9;910,8;X;3802,1;1236,2;X;48,2;445,4;15,4;7649
3168606;Teófilo Otoni (MG);2132,2;4230,2;150,2;41239,6;111196,2;7279,6;11589,7;1259;4295;183371,7
3168705;Timóteo (MG);88,9;16,6;X;567,8;210,6;X;X;-;-;883,9
3168804;Tiradentes (MG);67,7;109;X;255;1436,7;23,5;20,5;124;X;2036,4
3168903;Tiros (MG);3140,3;7527,5;X;21986,4;48579,4;4558,2;1696,7;2703,2;X;90191,7
3169000;Tocantins (MG);1040,3;1027,7;X;2037,7;4860;87;X;468,4;51,4;9572,5
3169059;Tocos do Moji (MG);517,5;442,6;X;3162,1;2567,5;X;29,8;17,5;11;6748
3169109;Toledo (MG);9;1074,4;X;4344,5;137;16,9;X;590;4,6;6176,4
3169208;Tombos (MG);1541,8;778,7;7,7;5969,4;11718,3;119,5;X;138,2;X;20273,6
3169307;Três Corações (MG);8542,6;14973;X;11205,5;10994,3;X;968,2;503,6;77,6;47264,8
3169356;Três Marias (MG);1745,1;2542,7;5,8;27118,8;24501,9;5694,2;3941,9;31966,2;3695;101211,6
3169406;Três Pontas (MG);22425,3;4243,5;25,7;7070,6;6409,2;163,4;242,2;887,5;282,6;41750
3169505;Tumiritinga (MG);218;356;-;26011,2;7054,7;289,9;X;X;X;33929,8
3169604;Tupaciguara (MG);792;42998,1;X;9193,4;53080,2;1185,9;1501,8;X;X;108751,4
3169703;Turmalina (MG);1438,7;1727;0,4;1834,6;1660,6;1081,5;6474,7;20462,2;3208,6;37888,3
3169802;Turvolândia (MG);2704,8;2931;X;7378;731,6;122,3;X;69,9;X;13937,6
3169901;Ubá (MG);273,5;1003,8;X;8830,1;4311,7;90;X;2454,6;X;16963,7
3170008;Ubaí (MG);X;1725,1;X;3156,4;11134,2;17091,5;349;X;5818,4;39274,6
3170057;Ubaporanga (MG);5680,9;696,4;X;3001,1;1203,2;X;151,7;266,9;-;11000,2
3170107;Uberaba (MG);13132,2;170038,6;25,3;26842;86684;2343,6;2038,4;7380,8;1851,1;310336
3170206;Uberlândia (MG);13626,2;91361,2;130,5;25754,5;83711,3;2111;803,5;12843,5;1630,4;231972,1
3170305;Umburatiba (MG);20,1;43,4;-;5142,3;19161,6;X;837;X;1763,2;26967,6
3170404;Unaí (MG);11242,9;181670,6;39;48095,2;178105,7;37607,2;4175,2;3065,8;9208,2;473209,8
3170438;União de Minas (MG);13157,7;500,2;X;1317,5;72756,3;1158,5;99,2;X;X;88989,4
3170479;Uruana de Minas (MG);434,2;4499,1;90;12533,6;12076,1;2080,1;723,8;572,6;19,7;33029,2
3170503;Urucânia (MG);211;3397,1;-;703,6;2297,1;134,5;20,9;29;30,1;6823,3
3170529;Urucuia (MG);1773,8;4762,5;X;30964,6;30659,9;16806,7;6059,7;X;15169,5;106196,7
3170578;Vargem Alegre (MG);184,7;341,9;-;442,6;4883,1;356,8;X;X;-;6209,1
3170602;Vargem Bonita (MG);2501,5;1595,7;-;4633,8;9042,9;509,4;X;461,9;X;18745,2
3170651;Vargem Grande do Rio Pardo (MG);358,7;1316,8;-;641,9;2330,7;693,6;4366,2;8296,6;1679,8;19684,3
3170701;Varginha (MG);9930,1;1079,7;4,7;4950,4;6234;402;63,9;410;220,4;23295,2
3170750;Varjão de Minas (MG);2230,1;4093,3;-;10344,5;21389,9;941,1;X;164,5;X;39163,4
3170800;Várzea da Palma (MG);2123,2;5549,4;5,2;12149,3;53907,5;20024,4;11583,2;11650,6;4554,6;121547,4
3170909;Varzelândia (MG);220,2;2387,6;X;6292,4;X;12006,9;4076,1;X;-;24983,2
3171006;Vazante (MG);X;18299,6;-;13193,6;62460;2586,8;519,8;15587,3;X;112647,1
3171030;Verdelândia (MG);1606,5;2274,3;X;21778;18724,4;44406,6;2063;X;8787,5;99640,3
3171071;Veredinha (MG);434,4;932,8;X;3302,1;2277,8;X;3076,4;13912,5;820,6;24756,6
3171105;Veríssimo (MG);1056;21642,9;-;8983,3;22799,6;8302,8;32,8;3307,1;58,9;66183,4
3171154;Vermelho Novo (MG);2448,5;360,8;X;1071,6;2627;51,5;505,4;39,4;X;7104,2
3171204;Vespasiano (MG);36,7;130;-;326,7;134,5;-;-;-;16,1;644
3171303;Viçosa (MG);1552,1;1056,1;19,7;3640,4;3644,9;53;35,6;791,7;94,9;10888,4
3171402;Vieiras (MG);991,2;206,8;-;1503,6;5064,3;X;23,8;142,1;X;7931,8
3171501;Mathias Lobato (MG);116,5;160,6;-;5219,8;8506,4;X;X;-;X;14003,3
3171600;Virgem da Lapa (MG);271,5;1440,2;0,5;1886,8;10425,1;2720,3;8134,6;2231,8;6626;33736,8
3171709;Virgínia (MG);1049,1;1846,2;X;6952,7;8956,8;540,5;83,5;504,4;X;19933,2
3171808;Virginópolis (MG);360,7;1272,8;-;2206,3;11280,3;805,4;1316,3;4058,4;185,9;21486,1
3171907;Virgolândia (MG);593,4;830,3;X;4999,5;10644,8;108,8;X;291,2;X;17468
3172004;Visconde do Rio Branco (MG);516,5;1081,5;X;6855,6;4095,3;X;7,8;264,9;317,8;13139,4
3172103;Volta Grande (MG);52,1;553,7;-;2194,5;10118,4;27,6;X;373;X;13319,3
3172202;Wenceslau Braz (MG);33,6;194,6;-;2974,1;1324,6;X;-;X;833,1;5360
3200102;Afonso Cláudio (ES);13910,5;5278,7;32,6;-;22683,7;3930,4;792,4;2607,2;767;50002,5
3200136;Águia Branca (ES);6605,7;252,1;35,1;33,8;12339,8;436,7;109,1;509,9;71,9;20394,1
3200169;Água Doce do Norte (ES);3638,5;310,6;1;-;18052,4;1888,8;105,3;557,4;353;24907
3200201;Alegre (ES);6414,8;862,1;6,7;-;33926,9;9114,7;555,4;955,4;179,3;52015,3
3200300;Alfredo Chaves (ES);8148,9;1682,4;11;-;7581;145,4;X;1916,1;X;19484,8
3200359;Alto Rio Novo (ES);3198,9;154,7;X;-;8550,3;609,3;6,5;1366,9;X;13886,6
3200409;Anchieta (ES);2803,3;383;X;-;14552,2;X;218,3;519;64;18539,8
3200508;Apiacá (ES);2089,2;103,8;0,5;X;10330,4;X;52,6;289,9;-;12866,4
3200607;Aracruz (ES);8277,9;1914,3;27;-;20877,1;396,3;740,1;28999,6;158,4;61390,7
3200706;Atílio Vivácqua (ES);1682,6;344,1;X;X;11459,2;83,6;199,2;220,3;251,8;14240,8
3200805;Baixo Guandu (ES);5122,3;2031,5;-;-;32670,7;9342,1;1279;1506,8;121,9;52074,3
3200904;Barra de São Francisco (ES);6506;1250,9;17,5;89,5;43377,2;3048,7;181,3;579,7;205;55255,8
3201001;Boa Esperança (ES);7620,7;2202,1;X;-;12772,3;1331,8;X;543,8;-;24470,7
3201100;Bom Jesus do Norte (ES);266,6;67,1;-;-;5155,5;195,7;X;274,3;467,6;6426,8
3201159;Brejetuba (ES);11789,5;281,4;X;X;1268,5;690,5;X;2063,8;-;16093,7
3201209;Cachoeiro de Itapemirim (ES);7598;938,2;X;X;36486,9;1125,2;389,3;312,5;135,2;46985,3
3201308;Cariacica (ES);1606;427,3;X;-;3484,9;378,9;20,4;145,6;X;6063,1
3201407;Castelo (ES);12711,1;1054,2;X;-;19155,5;X;630,8;888,5;606,5;35046,6
3201506;Colatina (ES);12790,7;814,8;21,3;-;41242,5;4884,6;280,7;3430,8;130,7;63596,1
3201605;Conceição da Barra (ES);5564,8;10886,7;X;-;12545,6;36,4;120,7;41996,4;X;71150,6
3201704;Conceição do Castelo (ES);6046;725,4;X;-;6009,1;91;80,2;3725,6;X;16677,3
3201803;Divino de São Lourenço (ES);2048,2;358,5;-;X;5181,8;108,6;20,9;800,7;X;8518,7
3201902;Domingos Martins (ES);15257,1;8474,7;143,9;-;9757,8;1594,6;462,5;7588,3;1566,1;44845
3202009;Dores do Rio Preto (ES);3992,3;605,7;X;-;2557,2;1645,1;513,9;704,8;X;10019
3202108;Ecoporanga (ES);2471,1;1439,7;2,7;-;137212,8;20080,8;174,5;1128,1;402,4;162912,1
3202207;Fundão (ES);2745,9;163,2;X;1588,9;5114,2;X;797,2;743,9;18,8;11172,1
3202256;Governador Lindenberg (ES);10687,5;140,8;X;-;6009,6;162,4;115,3;1172,4;X;18288
3202306;Guaçuí (ES);6830;1662,6;21,4;-;18958,5;1236,8;496,1;1332,9;284,6;30822,9
3202405;Guarapari (ES);3694,7;222,6;X;-;8651,9;X;X;455;X;13024,2
3202454;Ibatiba (ES);10873;388,5;3,6;X;2449,4;56,4;149,7;949,6;X;14870,2
3202504;Ibiraçu (ES);2236,8;181;-;-;4951,4;42;42,8;1811,6;110,8;9376,4
3202553;Ibitirama (ES);5208,1;383,5;5;-;6348;390,8;21,5;1699,7;40,5;14097,1
3202603;Iconha (ES);5084,2;44,7;-;-;6691,2;X;X;208,7;X;12028,8
3202652;Irupi (ES);8585,6;124,8;X;X;1748,1;31,7;64,2;473,5;24,1;11052
3202702;Itaguaçu (ES);8001,7;866;20,5;-;11054,2;2669,8;223,7;556,2;88,2;23480,3
3202801;Itapemirim (ES);948,5;6988,9;X;X;25010,7;611,8;399,6;625,2;11,6;34596,3
3202900;Itarana (ES);5241,5;1775,4;X;-;4002,3;722,8;172,1;399,6;X;12313,7
3203007;Iúna (ES);12454;381,7;X;X;7103,8;165,1;18,5;1292,4;57,1;21472,6
3203056;Jaguaré (ES);20876;63;10,2;-;14685,4;45,2;263,1;3948,4;552,8;40444,1
3203106;Jerônimo Monteiro (ES);2322,9;191,4;X;X;4166,2;4700,2;X;137,6;64,3;11582,6
3203130;João Neiva (ES);1491,4;107,1;-;-;9869,5;410,4;X;747,2;X;12625,6
3203163;Laranja da Terra (ES);4533,8;2986,7;21,8;-;10300;6204,7;288,3;460,7;219,3;25015,3
3203205;Linhares (ES);39343,4;11422,6;282,3;-;108265,1;4595,1;5195,5;11698,7;1692,5;182495,2
3203304;Mantenópolis (ES);6284,6;497,1;X;-;11776,4;1734;85,9;1164,3;X;21542,3
3203320;Marataízes (ES);236,4;6798,5;8,6;-;756,3;74,9;X;31,5;X;7906,2
3203346;Marechal Floriano (ES);4486,3;1113;117,2;-;819,2;119,5;X;2792,7;X;9447,9
3203353;Marilândia (ES);9008,6;80,7;8,3;-;4740,3;1017,9;X;1452,6;X;16308,4
3203403;Mimoso do Sul (ES);11183,4;821,3;X;X;38099,8;4446,9;120,2;798,3;57;55526,9
3203502;Montanha (ES);5551,2;9643,3;4,8;-;55574,2;964,4;X;18443,7;X;90181,6
3203601;Mucurici (ES);307,8;1093,9;X;-;44711,3;3039,3;X;4126,4;X;53278,7
3203700;Muniz Freire (ES);9180,1;1769,2;X;X;9045,8;13103,2;1320;3230,5;87,8;37736,6
3203809;Muqui (ES);5642,7;145,5;X;X;13498,1;116,6;251,8;160,9;X;19815,6
3203908;Nova Venécia (ES);16145,1;641,5;2,8;34,5;49459,9;3474,6;224,5;877,4;67,6;70927,9
3204005;Pancas (ES);12149,9;453,7;8;-;20804,6;2255,9;X;2118,1;X;37790,2
3204054;Pedro Canário (ES);3414,7;7549,9;X;X;11692,9;1171;1640,6;5531,5;104,6;31105,2
3204104;Pinheiros (ES);11784;12940,9;X;X;31392,7;1389,2;1687,8;9258,7;79;68532,3
3204203;Piúma (ES);298,9;26,9;X;-;2853;347,2;13,6;149,8;X;3689,4
3204252;Ponto Belo (ES);710,9;261,5;-;-;19449,9;11594,3;X;X;-;32016,6
3204302;Presidente Kennedy (ES);250,5;2376,1;-;-;28724,1;1705;X;425,8;X;33481,5
3204351;Rio Bananal (ES);20730,8;112,6;X;-;8024,4;637,5;102,8;2788,7;X;32396,8
3204401;Rio Novo do Sul (ES);3258,9;66,8;X;-;7405,1;334,1;X;370,2;X;11435,1
3204500;Santa Leopoldina (ES);5996,3;5247,5;27,3;-;9523;494,5;1111,4;1618;297;24315
3204559;Santa Maria de Jetibá (ES);5740,5;14616,5;X;X;3321,2;641,4;637,6;4613,7;424,1;29995
3204609;Santa Teresa (ES);12432,6;1200,2;X;-;7012,1;147,5;947,1;1699,7;X;23439,2
3204658;São Domingos do Norte (ES);7176,8;292,2;5,2;-;9418,3;740,8;X;1480,5;X;19113,8
3204708;São Gabriel da Palha (ES);11533,8;400,6;X;-;11198;1342,7;194,2;1429,9;X;26099,2
3204807;São José do Calçado (ES);2528,2;767;-;X;6884,5;8510,1;1708,6;X;788,8;21187,2
3204906;São Mateus (ES);32506,6;5178,5;X;X;51257,8;1563,7;373,8;40443,4;333,9;131657,7
3204955;São Roque do Canaã (ES);5529,9;1181,6;6;-;7535,1;2292,2;127;758,6;68,1;17498,5
3205002;Serra (ES);1579,9;141,8;X;-;10110,3;40,5;72,9;2853,7;X;14799,1
3205010;Sooretama (ES);11364,3;265,4;13,6;-;6722,2;448,1;23,7;3141,9;26,3;22005,5
3205036;Vargem Alta (ES);6657,5;357,7;X;-;4887,8;247,6;189,1;1393,1;X;13732,8
3205069;Venda Nova do Imigrante (ES);3972,2;1597,7;41,2;-;979,5;X;X;1930,4;-;8521
3205101;Viana (ES);2517,2;1171,5;X;-;11696,3;939,5;426,1;551,4;X;17302
3205150;Vila Pavão (ES);4599,8;217,1;X;-;12566,4;7614,3;X;189,6;85;25272,2
3205176;Vila Valério (ES);18429,6;428;13,7;-;6022,3;624,3;X;3199;X;28716,9
3205200;Vila Velha (ES);541,5;143,6;11,7;-;7780,1;X;X;285,6;X;8762,5
3205309;Vitória (ES);X;-;-;-;133,7;-;-;-;-;133,7
3300100;Angra dos Reis (RJ);500,9;213,9;0,4;2597,3;697,1;290,2;54,6;2,3;30;4386,7
3300159;Aperibé (RJ);87;229;X;1798;1363,8;1425,9;18,4;X;X;4922,1
3300209;Araruama (RJ);1994,5;438,6;X;13664,9;6213,7;X;343,3;390,2;43,8;23089
3300225;Areal (RJ);23,9;43,6;X;2679,8;636,9;X;X;21,1;X;3405,3
3300233;Armação dos Búzios (RJ);5,2;11,3;X;662,5;25,3;-;X;-;X;704,3
3300258;Arraial do Cabo (RJ);X;X;-;-;-;-;-;-;-;0
3300308;Barra do Piraí (RJ);128,3;716,2;X;17107,7;6959,5;X;238,1;626,1;56,8;25832,7
3300407;Barra Mansa (RJ);280,4;1527,8;0,4;20915,7;8136,4;189,4;56,3;514,7;81,3;31702,4
3300456;Belford Roxo (RJ);1,2;4,7;X;16,8;X;-;-;-;X;22,7
3300506;Bom Jardim (RJ);1637;1954,2;417,7;4301,2;4497,1;160,9;248,9;473,7;156,2;13846,9
3300605;Bom Jesus do Itabapoana (RJ);1389;782;X;35788,5;5648,7;143,6;X;63,5;19,6;43834,9
3300704;Cabo Frio (RJ);362,5;594,8;5;4669,6;9401,4;X;691,1;X;9,9;15734,3
3300803;Cachoeiras de Macacu (RJ);2269,4;3812,9;147,5;13176,6;4428,3;215,6;874,8;262,9;211;25399
3300902;Cambuci (RJ);194;1039,8;X;9283;18143,7;9437,2;579,4;X;X;38677,1
3300936;Carapebus (RJ);353,1;557,2;-;6250,6;6224,1;X;60,5;44,7;X;13490,2
3300951;Comendador Levy Gasparian (RJ);4;24,4;X;5511,9;205,2;X;X;X;X;5745,5
3301009;Campos dos Goytacazes (RJ);2235,3;32716,5;136;108895,7;53954,6;21399,6;839;424,8;975,5;221577
3301108;Cantagalo (RJ);232,3;1139,8;X;18969,7;25062,8;460,4;1328,5;365,6;X;47559,1
3301157;Cardoso Moreira (RJ);267,6;958,7;X;1493,4;22756,1;4980,6;127,5;X;X;30583,9
3301207;Carmo (RJ);33,9;268,1;X;461,2;20418,7;470;252,1;108,2;X;22012,2
3301306;Casimiro de Abreu (RJ);678,8;1241,2;X;8047;10804,2;179,4;44,6;273,9;X;21269,1
3301405;Conceição de Macabu (RJ);373,8;387,3;X;3435,6;12187,9;301,2;X;118,9;601,9;17406,6
3301504;Cordeiro (RJ);105,7;197,4;-;4034,2;2807,4;6,4;60;97,8;23,1;7332
3301603;Duas Barras (RJ);1212,7;1770,5;26,3;9639,2;6770,4;147,1;27,6;2111;201,9;21906,7
3301702;Duque de Caxias (RJ);430,9;461,3;2,4;1467,5;756,8;46,7;4;94,9;19,9;3284,4
3301801;Engenheiro Paulo de Frontin (RJ);13,8;49,7;X;893,2;759,1;X;705,8;X;9,6;2431,2
3301850;Guapimirim (RJ);469,5;656;20,1;9390,1;2394,3;368,6;43,7;48,9;59,1;13450,3
3301876;Iguaba Grande (RJ);18,1;20,6;X;427,3;460,4;X;5,6;X;X;932
3301900;Itaboraí (RJ);651,6;201,1;25,1;6736,1;5335,2;171,3;17,1;156,6;81,2;13375,3
3302007;Itaguaí (RJ);2188;397,4;3,7;3645,4;303,9;88,9;251,3;25,4;31,7;6935,7
3302056;Italva (RJ);138,9;574,9;X;4118,8;10700,8;219,9;55,6;X;118;15926,9
3302106;Itaocara (RJ);862,4;1478,4;1,5;14911,2;9598;4647,5;328,8;432,2;113,3;32373,3
3302205;Itaperuna (RJ);359,5;773,4;X;50181,4;19597,5;2230,3;X;123,6;28,9;73294,6
3302254;Itatiaia (RJ);18;216,7;X;4331,3;278,1;X;X;X;221,8;5065,9
3302270;Japeri (RJ);190;493,8;1,4;490,4;32,8;61;4;X;X;1273,4
3302304;Laje do Muriaé (RJ);209,3;76,2;-;8171,9;4134,3;16;X;126,4;X;12734,1
3302403;Macaé (RJ);1497,5;2128,6;X;14231,6;29498,5;1633,1;281,4;158;X;49428,7
3302452;Macuco (RJ);37,2;272,5;X;1681,9;2712,5;70,5;148,9;X;X;4923,5
3302502;Magé (RJ);447,2;1142,2;3,7;2388;1971,2;28,6;94,6;188,9;277,6;6542
3302601;Mangaratiba (RJ);1065,4;107,7;X;2181,2;886,4;3,7;80,7;X;X;4325,1
3302700;Maricá (RJ);232,8;69,9;6,6;4171,2;594,1;X;1355,4;X;72;6502
3302809;Mendes (RJ);66,7;61,4;-;1270,2;467,3;X;X;X;192,1;2057,7
3302858;Mesquita (RJ);38,5;14,5;-;X;-;X;X;-;-;53
3302908;Miguel Pereira (RJ);635,4;254,9;X;9509,1;409,7;-;985;931,6;X;12725,7
3303005;Miracema (RJ);138,1;246,5;-;9440,2;9473;202,8;339,5;539,2;632,8;21012,1
3303104;Natividade (RJ);281,4;669,6;-;6679,1;15958,9;879,9;68,2;214,2;314,5;25065,8
3303302;Niterói (RJ);10,7;7,8;X;21;9,5;X;9,5;-;X;58,5
3303401;Nova Friburgo (RJ);870,6;5108,6;385,9;2088,3;1831,9;202;336,3;1001,9;279,5;12105
3303500;Nova Iguaçu (RJ);285,3;510,9;3,4;1277;43,1;-;X;7;X;2126,7
3303609;Paracambi (RJ);604,4;196,8;6,7;2262,5;473,9;37,9;823;X;X;4405,2
3303708;Paraíba do Sul (RJ);430,6;744,1;X;18340,4;4440;X;189,5;144,5;1376,1;25665,2
3303807;Paraty (RJ);1058,1;497,7;X;1888;1369,4;300,3;218,6;X;10733,7;16065,8
3303856;Paty do Alferes (RJ);685,6;707;30,4;11579,6;795,8;X;183;1294,2;X;15275,6
3303906;Petrópolis (RJ);407,2;1549,8;163,5;10477,9;X;76;456,2;X;589,5;13720,1
3303955;Pinheiral (RJ);222,4;136,6;X;2282,8;616,6;202,5;X;X;22,5;3483,4
3304003;Piraí (RJ);948,2;1085,2;3,7;5745,2;11253;258,6;470,8;393,1;1487,1;21644,9
3304102;Porciúncula (RJ);3426,8;762,8;X;10999,9;5356;X;172;23,1;X;20740,6
3304110;Porto Real (RJ);X;76,4;X;1050,5;985,9;-;X;-;-;2112,8
3304128;Quatis (RJ);102,8;443,9;X;9947;8460;X;24,6;8,6;X;18986,9
3304144;Queimados (RJ);73;148,6;1,5;223,8;49,4;X;X;-;X;496,3
3304151;Quissamã (RJ);619,1;1910,6;X;9407;6967;864,7;250;31,5;X;20049,9
3304201;Resende (RJ);1013,4;1798,6;X;28320,2;7314,1;X;325,1;2729,2;1301,3;42801,9
3304300;Rio Bonito (RJ);2018,6;284,6;3,3;9795,3;6516;136,2;X;665,6;X;19419,6
3304409;Rio Claro (RJ);294,3;448,1;X;9404,4;18549,7;X;5202,1;1262,3;X;35160,9
3304508;Rio das Flores (RJ);924,3;1071;8,4;21916,5;5959,4;726,9;140,2;156,8;637,5;31541
3304524;Rio das Ostras (RJ);53,8;369,1;-;2575;6254,2;473,9;X;X;X;9726
3304557;Rio de Janeiro (RJ);1420,9;1199,1;359,3;1660,1;571,9;8,3;273,8;24,7;93,9;5612
3304607;Santa Maria Madalena (RJ);371,7;329,5;X;18380,6;17087,8;530,8;73,2;1485,9;X;38259,5
3304706;Santo Antônio de Pádua (RJ);354,6;736,7;X;22768,9;10542,2;1400,5;210,6;X;55,1;36068,6
3304755;São Francisco de Itabapoana (RJ);846,6;21538,7;X;30684,7;8686,6;427,2;X;703,3;134,2;63021,3
3304805;São Fidélis (RJ);940;1840,4;6,3;16253,9;31339,5;7495,2;508,3;126,6;819,7;59329,9
3304904;São Gonçalo (RJ);183,7;84,2;1,4;2878,4;206,8;186,9;733,8;7,2;35,5;4317,9
3305000;São João da Barra (RJ);245,3;1532,1;X;3157,7;809;60,7;X;12,7;-;5817,5
3305109;São João de Meriti (RJ);-;-;-;-;-;-;-;-;-;0
